alert_id,farmer_id,parcel_id,channel,language,severity,message_en,sent_timestamp_utc,delivery_status,source
84ac0fb8-d1d3-4784-8855-2775f4cbfc65,7a4b503a-e138-4f1f-a0ef-f3ce469f4a07,843238b1-1f10-4f99-9a2e-c453e6549881,App,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-18T05:21:02.707136Z,Sent,alert_service
54166007-0914-456f-9be9-9ebffddf8a4e,762e1cd4-aea1-46c4-a56d-6f960635738d,d134d2af-a2d3-4a2b-91ef-efb7f23769c5,USSD,English,Critical,River level critically high - prepare emergency measures,2025-11-12T05:21:02.707632Z,Sent,alert_service
493390f3-f8c8-4e93-a73b-8a5fb0502481,bf9b88f6-d31f-424b-94c7-9edee0dffb89,6b276170-51c7-4ac1-bb1d-87a61012d867,SMS,English,Warning,Moderate flood risk - monitor weather updates,2025-11-02T10:21:02.708135Z,Sent,alert_service
84947d49-fdf8-4780-be6e-5f6bdfed7631,19cbb55c-b3c2-4d44-9369-d7dee7101f6c,5a9b85ec-5600-4ba9-8e4b-c95e35f6b09e,WhatsApp,English,Warning,River levels rising - remain alert for updates,2025-11-01T14:21:02.708666Z,Sent,alert_service
1fc63f68-03a2-4342-b59e-d6c23c2de40c,6eb639fd-9e91-4996-8a47-ba427906295c,79cdbd60-d280-4e6b-a17a-a3f7afae1d8e,SMS,Local,Info,Planting season recommendations available,2025-11-16T18:21:02.709172Z,Sent,alert_service
f3d0ab31-2b9a-425a-a597-8a1d20ae964b,22fb4975-8d5b-49fa-9383-6baebe7c3a6b,51b004eb-266f-4723-b6b4-2d13cc4efcdc,App,Local,Warning,River levels rising - remain alert for updates,2025-11-27T16:21:02.709655Z,Queued,alert_service
2148e87a-c88b-4170-9ec0-8bcb7b683915,7e0b40dc-9c06-453e-b7bb-3df02c6384e0,89d4556c-b05d-492d-821a-469304fb6a56,SMS,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-21T18:21:02.710160Z,Sent,alert_service
488540c0-f948-47bb-815e-f1e974e908ff,57b2be35-4758-4cb8-b393-7c5a11215103,d94f20d5-77bf-4432-932a-171c58f94de1,SMS,English,Info,New crop advisory for your region,2025-11-18T23:21:02.710657Z,Failed,alert_service
05cff729-6628-47f9-8235-d1d58fa8b4dd,c49d834d-c086-4820-8ecf-445d5d0c32a3,95ae8966-5932-4b52-a2fa-e752e0b134d3,USSD,Local,Info,New crop advisory for your region,2025-11-20T20:21:02.711272Z,Failed,alert_service
85b31de3-6d40-416c-9985-9dc02b0f1162,67f9c100-c04e-4d91-9442-113a35496074,56f3a3b0-5e77-463f-b87d-8b7d2fad06f3,SMS,Kiswahili,Critical,River level critically high - prepare emergency measures,2025-11-13T20:21:02.711780Z,Failed,alert_service
2360d09b-2cfd-430b-af2a-76a656c817a1,1aff607e-a01b-4ab6-b4a8-d157712a9e5f,d6d31a3d-bdff-414d-8b14-60019e7f9820,WhatsApp,English,Critical,River level critically high - prepare emergency measures,2025-11-06T07:21:02.712279Z,Sent,alert_service
c0dbc1da-7d5f-4f11-94f6-1b9bfd8aeea2,fbfb55fd-edcc-416a-923f-27a8f2410e84,a16c8954-cfbc-436b-823a-689a461fa3f9,App,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-25T16:21:02.712871Z,Sent,alert_service
a7fd60fe-f8f5-4981-9517-c84b7463e349,a3d3ebe3-8fd3-4074-a86e-140fbf89e83c,d550b9e4-6547-453e-847f-4b53ce335d60,USSD,Local,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-25T14:21:02.713472Z,Sent,alert_service
f385c68d-259b-4843-b4a1-cf025c9507d5,53ce41a0-1019-49c7-bd68-bd6552871984,1ace22d5-54b2-430f-90d7-9050d4c3e670,WhatsApp,Kiswahili,Info,Planting season recommendations available,2025-11-07T21:21:02.714038Z,Sent,alert_service
793e14b3-6015-4fdc-be96-694aebc4645d,6d80091d-357d-4f94-bf9b-cba12d80c1f1,314735e9-6a8a-4913-9d5c-0d87f206bb18,App,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-03T16:21:02.714604Z,Queued,alert_service
a9d13565-031c-453c-9681-54a41a35f24f,6c8e54b7-eb85-4424-b9b2-ced6795a7df3,e03435b6-bf7e-4c44-9228-154f427ed064,USSD,Local,Warning,Heavy rainfall forecast - secure drainage systems,2025-10-29T12:21:02.715146Z,Sent,alert_service
aaf5ff53-2616-4b3f-8545-78e318a929b3,b0508345-1f63-4ffe-b6f1-7886ba9efdef,e8680628-99f8-46cb-8f26-65be75672624,SMS,English,Info,Planting season recommendations available,2025-11-20T11:21:02.715682Z,Sent,alert_service
25cc0c3f-fbcc-43db-9e48-ffecd3d96b08,27a5ea46-e24e-4da7-b2c5-c95ad9b3f75a,faf036c5-bc4b-4b76-ad58-0344b883c569,USSD,Kiswahili,Critical,Severe flooding expected in your area within 24 hours,2025-11-21T10:21:02.716111Z,Sent,alert_service
a362dc5b-84d5-451a-962c-a43513ea3628,19cbb55c-b3c2-4d44-9369-d7dee7101f6c,5a9b85ec-5600-4ba9-8e4b-c95e35f6b09e,USSD,English,Info,Weather forecast for next 7 days available,2025-11-08T01:21:02.716475Z,Sent,alert_service
cf5516d4-0384-4d66-ab60-f4809185c324,d2338b65-03cc-4ceb-b71b-232e1a874edd,ad04b622-bfd3-469d-935c-9f211f8f3e4e,WhatsApp,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-04T20:21:02.716907Z,Sent,alert_service
376c2712-876f-4366-b287-071b9d562259,66f8c94a-202c-4233-8895-a33e079c04d6,f6ead824-bb40-4915-947d-d16f7ed5d295,App,English,Info,Weather forecast for next 7 days available,2025-11-06T02:21:02.717260Z,Sent,alert_service
98c9b430-63ca-49dd-a192-07cf8f6bdc7f,37b728a6-4474-44c5-b386-46b3b1c58001,b4dd9e0f-07ef-4896-b6af-b26717297627,WhatsApp,Local,Warning,Moderate flood risk - monitor weather updates,2025-11-20T23:21:02.717605Z,Sent,alert_service
e6250fe1-f232-4b23-8500-65fbb925b4c8,a89a2c30-228e-4923-aea0-882fec8aeee3,7ace1fa3-10e9-4606-9976-6b0ae9e959f6,App,Local,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-18T10:21:02.717949Z,Sent,alert_service
318ccde5-b5a5-4a5f-a6a0-7c2140dd9dba,3f986583-b6c0-4ae7-afcf-0b89ca8a05ed,b3aec92d-2ad1-4921-80df-8afa47f93fd3,WhatsApp,Local,Info,Weather forecast for next 7 days available,2025-11-04T07:21:02.718353Z,Sent,alert_service
5d5b0901-9f91-4ad4-9134-43f73ac5f8fe,2a0c8561-1cda-4d57-8121-1fdb044d8859,f1f286ba-0c57-4e93-ac41-977ba31cba44,SMS,Local,Info,New crop advisory for your region,2025-11-02T14:21:02.718773Z,Sent,alert_service
0c4fed49-4348-443a-8545-8ddef630a97b,e5a34e83-59e2-4bbc-ae8f-e4a2d85cd295,a231ceb1-fc0c-4072-b712-f7327dac63de,WhatsApp,Kiswahili,Critical,Severe flooding expected in your area within 24 hours,2025-11-04T12:21:02.719160Z,Sent,alert_service
de70f58a-75bc-4af7-8364-22b53ba92ff1,ebf4ac7a-339f-498d-9eaf-dbfe4b63f58e,5cca7161-1e6e-4848-a8c2-a24e1f650d6a,USSD,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-13T19:21:02.719540Z,Sent,alert_service
38a443b8-0cd4-4407-b354-2e076ee5d70b,6ba31ead-3423-42d2-8839-2a6fed9381b3,4b259383-20dd-4def-9bcc-f1c2c5f56e2f,WhatsApp,Local,Info,Weather forecast for next 7 days available,2025-11-10T17:21:02.719943Z,Sent,alert_service
e343a742-169a-435e-88d7-19d5a317a2b2,5196f7b5-c9d3-4e11-bf86-2c241550ceb6,07c35103-7543-4b34-92a0-d6ce5245b3ae,App,Local,Info,Planting season recommendations available,2025-11-02T03:21:02.720398Z,Failed,alert_service
f25958cc-0913-400d-81bf-3f78a423a8ac,868573c8-8008-420f-b918-7729bde1dde0,6bde7d14-86f4-484d-998d-86cf8ffbad99,USSD,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-14T06:21:02.720803Z,Sent,alert_service
ae42a681-f1da-40d2-afdb-dd6aa800e885,bba19e22-2184-4a12-b68e-7d7c9e8dfb86,8791a26b-8f47-4226-a57a-4938312b9b9a,USSD,Local,Info,Planting season recommendations available,2025-11-26T06:21:02.729329Z,Sent,alert_service
7ee9393f-a8c9-409c-9966-b3e9b4fe36f2,7948b222-5bc9-40e3-8058-07043af34197,10a69a48-ca15-49c9-b57d-2df3d67ec78c,SMS,English,Info,New crop advisory for your region,2025-10-29T07:21:02.730028Z,Sent,alert_service
b484be67-23e2-4a4c-80a3-82fba07563cc,e1fdb446-0da8-4394-ac0b-1e243bcb6577,1b37b8bf-c733-46d0-aae7-e2f0bfceb843,WhatsApp,English,Warning,Moderate flood risk - monitor weather updates,2025-11-18T21:21:02.730446Z,Sent,alert_service
8c9a8876-139d-4b42-985d-db77a31c31d4,e1fdb446-0da8-4394-ac0b-1e243bcb6577,1b37b8bf-c733-46d0-aae7-e2f0bfceb843,SMS,English,Info,Weather forecast for next 7 days available,2025-11-10T15:21:02.730816Z,Sent,alert_service
7e456fe8-8cba-4692-88b5-e2a39008654b,0585a0a5-0085-481c-8d35-8a0b93a093bb,5f58709c-c06e-4d4d-a42b-13f93e96e69d,SMS,Local,Info,Planting season recommendations available,2025-11-01T02:21:02.731166Z,Failed,alert_service
71e48aee-0e23-4194-9739-b64e62a9f878,cb23107d-cc06-4c3d-879c-47d76296898b,0b022721-50b2-45fe-9a0f-d158b3c87607,WhatsApp,English,Info,New crop advisory for your region,2025-11-07T06:21:02.731507Z,Sent,alert_service
94eb30a1-17fc-4c14-9f1b-bc0f0c0effa4,a9f23417-516a-47f2-8f10-bf26cd169752,894653bb-5278-49f4-8f8a-5ca50f27a017,SMS,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-27T00:21:02.731849Z,Sent,alert_service
13907ca9-5246-449a-aa9e-d3054563590a,14a84d96-04c1-4f50-a9ac-e510f7de1200,359e06e5-f118-4f62-989c-b386d0da3537,App,Local,Warning,River levels rising - remain alert for updates,2025-11-15T01:21:02.732192Z,Sent,alert_service
57b3ab0c-2356-4b8a-a39e-9733a380cce5,af4e870f-c959-4568-b614-8da47babc689,a3091eb2-068a-4439-b4f7-6ac953f9b4a2,SMS,Local,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-09T02:21:02.732536Z,Sent,alert_service
f809dc9a-6332-4910-a5cf-cb1aea624d07,16bdb674-14d5-40bf-b0a5-2796b38a0ca5,c38e8bdd-d5ca-411a-87da-073496953d53,App,Local,Info,Planting season recommendations available,2025-11-06T02:21:02.733313Z,Sent,alert_service
b914b7de-1c18-47e3-ae01-459aec08baa6,cb23107d-cc06-4c3d-879c-47d76296898b,0b022721-50b2-45fe-9a0f-d158b3c87607,USSD,English,Critical,Flash flood warning - evacuate livestock immediately,2025-11-10T01:21:02.733855Z,Sent,alert_service
beff67b1-baa6-4066-a3f8-d6d696e54f6c,37118b62-b994-4d04-a3b7-c2234d71146b,61826a28-6eee-4af9-a900-89263b395dd1,USSD,Kiswahili,Info,Weather forecast for next 7 days available,2025-11-04T22:21:02.734214Z,Queued,alert_service
4331bca1-cd1b-4593-9a9f-280986aabd82,f6f693dd-6c12-4c33-8605-3fa997d7f914,fdc53822-4155-4527-af5b-f9b2abdaedba,USSD,Local,Info,New crop advisory for your region,2025-11-02T01:21:02.734561Z,Sent,alert_service
bfe44e85-76f1-45a0-8f3e-367088db0295,f36a26c8-14f0-41e4-bf31-c5d48713bd4e,70e63374-804b-45af-9a3b-521bab90a9a4,App,Kiswahili,Info,Planting season recommendations available,2025-11-07T09:21:02.734925Z,Failed,alert_service
fc43ce26-a2c0-49ad-83ca-5790778cc999,4e333d0f-0546-400d-bbb8-f992543e76b9,a3f6bbc8-19ee-4808-be91-f86508d565ef,WhatsApp,English,Critical,River level critically high - prepare emergency measures,2025-11-22T12:21:02.735306Z,Sent,alert_service
6b406c51-3cb6-4f27-a736-02b73287d7ff,580f3960-5ea3-4416-95ca-bc5903cf00a6,c839caba-b0e3-42d1-8be8-5bdcb148497c,USSD,Local,Info,Planting season recommendations available,2025-11-09T21:21:02.735758Z,Failed,alert_service
8b03da4e-dbab-4a8b-b5ae-ca77caaaa6a0,1aa1bcd8-802a-4220-8ac3-642454965816,878c1fe0-c2fe-4ccd-a441-4705782729b2,App,Local,Warning,River levels rising - remain alert for updates,2025-11-26T23:21:02.736233Z,Failed,alert_service
c0f03a21-0e89-464d-92b5-ff9c61d01bae,d85321f5-9494-4a40-af71-d42bf9101ed5,d27af5e9-3f42-4709-a8ab-26eccfa648fe,USSD,Kiswahili,Info,Weather forecast for next 7 days available,2025-11-13T14:21:02.736630Z,Sent,alert_service
9011f13f-be0a-4247-8979-878074f991ca,76602ae0-c9f1-4492-afc0-acefbebc3646,96f50086-3c22-4c57-8d1a-d22de2a0baab,USSD,English,Info,Weather forecast for next 7 days available,2025-11-13T22:21:02.737034Z,Sent,alert_service
814c2c24-c41a-4694-a3eb-b62c12615bbd,4f790d7c-5486-44ab-8d13-78300483a70f,aec25aeb-5456-4dbb-8b34-8a0258e408ed,USSD,Local,Info,Weather forecast for next 7 days available,2025-11-21T12:21:02.737390Z,Sent,alert_service
2951439b-6aab-461d-a393-b97ce9e1109b,45ef9f87-67e6-40f4-b2fe-64b533d96700,8189e579-95d3-4831-90dd-8b7c208900a3,USSD,English,Warning,River levels rising - remain alert for updates,2025-11-15T00:21:02.737778Z,Sent,alert_service
cb6e7ada-0c1c-4883-8460-8856f584410e,40bb94dc-3ec1-4a9d-a094-9c435e24b00b,477f07e7-e363-4124-be85-125f5b9caaba,SMS,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-24T21:21:02.738124Z,Sent,alert_service
b775695b-3136-4444-a630-a05272e2b6d1,88e2c6ff-868f-4833-a29e-992c9ec1fe61,c7fd769d-f98a-4460-b0fc-d40392b64789,SMS,English,Info,Planting season recommendations available,2025-11-26T17:21:02.738466Z,Failed,alert_service
c30d0b54-85d3-4df1-829e-364e12faaf6b,92298916-4f54-4634-998d-f17ca39ff447,79c11b23-d841-4bfb-9c67-ec8c94eccbf7,App,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-08T21:21:02.738809Z,Sent,alert_service
a3ac4542-f5c5-4c6b-9343-5c626998aa2f,a0039e41-e25b-4b26-bbc1-f328a3ebff26,ade0563e-fd04-4dbd-b83b-60e630f8939b,WhatsApp,Kiswahili,Info,New crop advisory for your region,2025-11-21T04:21:02.739166Z,Failed,alert_service
ba9aae00-77e8-410b-ab7f-71a123d1f0aa,c20c1514-c643-42d9-bb1a-b31bce692ddf,a34c7183-d187-4db8-99ce-8942b68bee07,SMS,Local,Warning,Moderate flood risk - monitor weather updates,2025-10-30T01:21:02.739506Z,Sent,alert_service
2ec072e5-7691-4ec3-bf3c-627b9ea98754,1cc24ec3-98e1-44ed-b36c-15b08634656e,5a8d3bec-9c9d-410f-9a76-2d968550ebbc,USSD,Kiswahili,Info,New crop advisory for your region,2025-11-20T11:21:02.739847Z,Sent,alert_service
904e17d7-0142-4e2d-8ecc-131d63a7f6d0,88201206-83af-4b57-9e5f-f054859b3ed3,af638c2d-d8aa-4afa-bb66-c14287a1ed20,SMS,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-11T00:21:02.740190Z,Sent,alert_service
d28eb425-f26f-482e-9a78-2e8d694790c6,19cbb55c-b3c2-4d44-9369-d7dee7101f6c,5a9b85ec-5600-4ba9-8e4b-c95e35f6b09e,SMS,English,Info,Planting season recommendations available,2025-11-04T11:21:02.740530Z,Failed,alert_service
56f176d8-f0f6-476c-a12d-7f54bcb8888d,e0cd6dc0-5880-4136-ace8-3b5f8aac6550,93fc0f5d-0fdb-41c6-a2af-2aabfa2d7b10,WhatsApp,English,Info,Weather forecast for next 7 days available,2025-11-25T11:21:02.740884Z,Sent,alert_service
9402dc2a-e970-4c30-98a9-7e3ce9f136fa,191f6dbf-9179-4c5c-8fc7-d107be6a86f3,f6e080f8-355a-4edd-949e-9072ea564967,WhatsApp,Kiswahili,Info,Weather forecast for next 7 days available,2025-11-20T10:21:02.741224Z,Queued,alert_service
82eae793-4afe-471e-bc6f-e37db3f8b4ac,22bae383-112b-4d0d-9f5f-d14961670a3c,f075dda5-a231-4f23-8e82-4c537c116bfd,USSD,Local,Critical,Flash flood warning - evacuate livestock immediately,2025-11-07T01:21:02.741561Z,Queued,alert_service
e69e898c-b1b4-47d3-a5d2-010d0a4b5739,ed5a9514-9a2c-4bd1-a876-d4859b2fd8e9,7252464a-b627-4590-bd59-cc7d5220fed1,App,Kiswahili,Info,Planting season recommendations available,2025-11-16T12:21:02.741905Z,Queued,alert_service
792eb0dc-ff2f-4a95-b28b-5958a77cd800,158f2207-8670-47d1-aa38-c6d1bf255af0,a455c165-945e-439f-a737-654dbcd33955,WhatsApp,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-21T10:21:02.742250Z,Sent,alert_service
51d5f4b3-5453-4e9a-b988-36a4efcebc2e,2aec92dc-4d5f-49da-af36-7f6818fade2d,ffd5a52f-b4a7-4684-bcf6-53db49ea0606,WhatsApp,Local,Critical,River level critically high - prepare emergency measures,2025-11-24T08:21:02.742588Z,Sent,alert_service
e37949ec-b3db-46c8-8beb-2d0646bf6933,2b9bd5eb-38ab-422f-a23d-7d6a462434b5,70561e9a-6ca5-43f5-858a-af74c8033427,SMS,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-14T09:21:02.742940Z,Sent,alert_service
ffa4b61f-0b62-4460-b89c-3a15a2f39445,7b8cc1f5-8a7a-428c-9f26-beb49893f844,e656c8d7-9835-4978-9029-e97e8ac47632,App,Local,Warning,River levels rising - remain alert for updates,2025-11-06T12:21:02.743280Z,Sent,alert_service
7a096ed9-eb7c-4eb4-8664-ef2019a8a615,0cb03f3b-232c-44f7-8588-e44acd873f53,a77e0cb5-67be-42d3-9a27-51aedf4a9380,USSD,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-22T02:21:02.743618Z,Sent,alert_service
1851098a-5f71-4cdb-89d7-925a37fb2a4c,b8735097-7af8-4541-9e6f-21b9cc169c23,3cc5c82d-23f2-4b09-8ed5-ea1f10078c65,WhatsApp,Kiswahili,Critical,River level critically high - prepare emergency measures,2025-11-01T21:21:02.743958Z,Sent,alert_service
0e46b9bc-b323-4a1e-8746-30ad5be7b12d,c5246ea8-7987-4d2c-99bb-d30451265528,4fb21be9-5f08-48a2-927f-93c354a6c05f,App,Local,Warning,Moderate flood risk - monitor weather updates,2025-11-11T21:21:02.744295Z,Sent,alert_service
455df48d-0f19-4742-95e7-905ba6a4a23e,6489c607-57e7-41a6-a2d3-3b4049612a9b,0c517a12-bd04-4865-9e54-4bdbbd133954,App,Kiswahili,Critical,Severe flooding expected in your area within 24 hours,2025-11-10T10:21:02.744636Z,Sent,alert_service
0816ee3d-52d9-4926-a1bf-0d82707aa379,de9b437f-5653-4c98-b8d1-33f587e2533f,6be544d6-5b81-4b49-af90-b620c7bd2b55,WhatsApp,English,Info,New crop advisory for your region,2025-11-09T09:21:02.744987Z,Queued,alert_service
76c86f91-9fc5-4b93-b9d5-a364d1e09e57,6b324cbe-d772-49e9-aba2-569aa170069b,b91b0b6d-b8e1-444f-a2a7-5cbccf6bc05a,App,Kiswahili,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-16T14:21:02.745327Z,Sent,alert_service
07178fa9-4d33-4af1-889b-0032c833ab0c,bd5c282f-7595-40e7-a058-99b1515b5219,b42ffa71-d6f4-4026-b361-a965a924d0fe,SMS,Local,Warning,River levels rising - remain alert for updates,2025-11-12T09:21:02.745665Z,Queued,alert_service
083cf466-9aa2-4fc8-b681-9e40c0e672f0,a9a908fe-bc08-43a1-a289-febc4905689b,9d27f9ac-f713-45f5-95be-e91ad0902bf7,USSD,Local,Info,Weather forecast for next 7 days available,2025-11-06T14:21:02.746004Z,Sent,alert_service
c341214b-7d56-4f23-8f31-e3016d3931ac,c6a1bff9-8ba0-4ee3-9d72-f5bb125a0cd3,76008407-af02-4302-94e5-ca7260663fdf,SMS,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-02T09:21:02.746343Z,Sent,alert_service
c11ba3e0-2a3e-4e08-9d76-d311631eb0ce,c804c760-4614-4f5a-8c04-0d96441e07b6,73750fd0-51c3-4741-839f-2c03f27b2533,USSD,English,Critical,Severe flooding expected in your area within 24 hours,2025-11-15T11:21:02.746678Z,Failed,alert_service
f2916945-dc70-49b5-a317-55dfe66cf295,a89a2c30-228e-4923-aea0-882fec8aeee3,7ace1fa3-10e9-4606-9976-6b0ae9e959f6,USSD,Local,Critical,Flash flood warning - evacuate livestock immediately,2025-11-24T12:21:02.747031Z,Sent,alert_service
aa1476cc-847b-4e12-aa9b-c637f799cead,e4f2848a-5edb-44f8-b670-f836cde3295d,3e3bb89b-99e7-447b-97a1-fe51f2c18006,USSD,Local,Info,New crop advisory for your region,2025-11-05T05:21:02.747376Z,Sent,alert_service
559d6dfa-83a2-4f0e-9214-a205d6fd094c,3c5c749e-0481-4c3a-aa23-8a12f318e4a8,845e48b4-0512-4b36-a55f-ddec47dc9de9,WhatsApp,Kiswahili,Info,New crop advisory for your region,2025-11-27T21:21:02.747715Z,Sent,alert_service
11e4855d-bc99-412b-a515-3aede6b6de45,dc7a7660-4b3c-4767-b072-db54eff4f06d,effb2553-4d06-48a4-84d0-aaf0e143fcf8,App,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-15T11:21:02.748071Z,Sent,alert_service
3af0193e-a336-4194-b98d-464f11a3ab79,412902a2-6f3d-41d5-9e30-a2eeca228022,faf787ca-fbc7-434b-bcfa-23ccb675ac4e,USSD,Local,Info,Planting season recommendations available,2025-11-17T03:21:02.748420Z,Sent,alert_service
02c60d5a-1367-4f6b-ae98-bde918724659,be90124a-a5b6-4315-bb4c-1a5b8ad417d2,3140593a-44ee-472a-8499-bcf6616f4f92,WhatsApp,English,Warning,River levels rising - remain alert for updates,2025-11-05T18:21:02.748939Z,Sent,alert_service
ef2ac71f-3e64-47fd-a36b-b5869e203f97,27a5ea46-e24e-4da7-b2c5-c95ad9b3f75a,faf036c5-bc4b-4b76-ad58-0344b883c569,SMS,Kiswahili,Warning,River levels rising - remain alert for updates,2025-11-02T11:21:02.749392Z,Sent,alert_service
2956dfa1-4e18-4c2f-95b9-71425a444371,10f2a51d-8309-4483-a74a-3d82fddfbd09,cd8ea676-398c-4203-8390-30e8327aeab9,App,Kiswahili,Warning,Moderate flood risk - monitor weather updates,2025-11-07T01:21:02.749770Z,Sent,alert_service
851b589c-26e6-47d5-94e5-278dace2f6fd,0a9a521d-edba-46cf-9d71-d1dd0c478c56,5290fbf9-bd89-4174-a794-69ecb326932d,App,English,Warning,Moderate flood risk - monitor weather updates,2025-11-16T19:21:02.750130Z,Sent,alert_service
993722bd-21d4-4503-ab93-64ff627b54c4,ae189da4-042e-41e8-a156-9735c678bb00,6a71e56d-4f48-40ff-9fea-7013e063fe8a,SMS,Kiswahili,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-09T21:21:02.750504Z,Sent,alert_service
ef0a2057-1bce-48e6-bbcc-f0dfd352b10a,760d885b-d0ae-457b-8a7a-532cf298807b,6849debb-45b5-43fe-9ec2-529e7266dc8f,USSD,Kiswahili,Critical,Severe flooding expected in your area within 24 hours,2025-11-22T23:21:02.750865Z,Queued,alert_service
f8b635d4-3049-457a-aad1-b625c4c3ab7c,65f52820-ec5c-4930-8a15-a01ccddeafe3,a1342e02-b8f7-4e51-9c64-a71c01096931,USSD,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-01T14:21:02.751219Z,Sent,alert_service
b17e0d4e-1afa-40ed-949b-b81a6d9e810a,e6e295d0-b5ac-4569-9f28-47f3e52fcfa4,9c76800e-c153-4d87-82de-e70c7745f1c0,App,English,Info,Planting season recommendations available,2025-11-05T10:21:02.751591Z,Sent,alert_service
1e165995-19bf-4d27-a5ce-24fa11dea068,a1436d56-fa1e-48de-8f3a-8fc720dbb712,d651de3e-f395-4b70-89b6-25181e78aa2b,USSD,Kiswahili,Critical,Flash flood warning - evacuate livestock immediately,2025-11-26T00:21:02.751974Z,Sent,alert_service
e392d384-07d2-4251-912d-146cd692ff6e,f45e3587-5071-4cf2-86a1-d1a8b3a47535,3fe9f783-4208-4d46-9e58-e7e037be9950,USSD,English,Warning,Moderate flood risk - monitor weather updates,2025-10-29T01:21:02.752341Z,Sent,alert_service
1f1eb342-c58c-4ad3-8d2f-87b56e0358c6,cef97ecb-29f7-4786-a235-370a65176e0e,ceea8cc1-76ed-4ca5-afcf-143773dba6dd,App,English,Warning,River levels rising - remain alert for updates,2025-11-18T06:21:02.752723Z,Sent,alert_service
834c981c-220a-455d-b7ba-0e5b4a0a35ee,88eebca1-c29a-49af-b53d-82164ea2289c,2921d023-a6a5-4452-aedc-4975c16c9467,App,Kiswahili,Info,Planting season recommendations available,2025-11-23T15:21:02.753084Z,Sent,alert_service
d8a1650c-d14c-41cc-b20b-9c37322b4d00,4ca22869-8da8-4a99-8de7-fdf75afb00f7,48d1ffc0-1652-463a-be50-f61487aa6440,SMS,English,Warning,Moderate flood risk - monitor weather updates,2025-11-21T17:21:02.753445Z,Sent,alert_service
bb82134e-00a4-456a-a779-eaaf7f28e4d8,40954079-e4ba-47ee-a635-ac48febc4d38,d21351e3-d822-4378-b5a5-ea5342ee95b1,App,English,Info,New crop advisory for your region,2025-11-06T06:21:02.753798Z,Sent,alert_service
60b20882-21e2-413c-9eae-85e4754c2d38,70f168eb-de7c-44e7-9043-29950654f162,5b61ec6d-5eb0-4759-a7de-1baaf06814c6,USSD,English,Info,Planting season recommendations available,2025-11-26T09:21:02.754149Z,Sent,alert_service
6846cd68-2f4a-43a2-af75-b94d42cc0cf8,125a3ea0-4897-44b6-a543-23d0440e2367,0ad47e85-aff4-4a3a-a45b-640f72f722c2,App,Local,Info,Weather forecast for next 7 days available,2025-10-30T07:21:02.754512Z,Sent,alert_service
88cc91ad-61c0-491b-a0bd-9e7fff49f878,609f6d9a-c8b7-409d-9152-0716b5ac7505,3d88e4d7-8b50-4a36-a6ec-301885f7cb12,WhatsApp,English,Info,Weather forecast for next 7 days available,2025-11-10T00:21:02.754867Z,Queued,alert_service
53b469f8-617f-4903-a87c-da992ef3935b,93d1b04b-fe56-4bd3-b974-3137e5db56c7,4b3eefc2-de95-4782-b133-9f027bcb0e1c,App,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-21T07:21:02.755220Z,Sent,alert_service
8e2340e6-8ae0-4673-bf44-9b702047dd38,2344eeb5-dd32-4a55-9fab-b0ce4589da24,c223662f-f918-4bb6-a20f-42a36f7385de,App,Local,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-10T10:21:02.755573Z,Queued,alert_service
f9aefbac-66f8-493e-962d-e5b5574a1d19,d880f867-7da4-45e7-b879-83e6c28c5f4a,140a635c-23fe-4e4b-bd98-0c7166a373e6,SMS,English,Warning,Heavy rainfall forecast - secure drainage systems,2025-11-24T21:21:02.755922Z,Sent,alert_service
cd73b4e5-75a0-40ea-8cce-9c615f6d5229,7451a5b0-3f0c-4210-9952-3f75d041a387,f62c2777-ecf0-4b64-a426-7a767dad51de,USSD,Local,Info,Planting season recommendations available,2025-11-20T02:21:02.756274Z,Sent,alert_service
