recommendation_id,parcel_id,county,recommendation_timestamp_utc,recommended_crop_id,recommended_crop_name,confidence_score,rationale_en,season_window,practice_notes,model_version,source
d50dc99f-b16f-48c1-97ef-dcdc7024e4a6,a47b4dc7-c7ff-4cb9-bbb8-687b667efad8,Kwale,2025-11-07T21:55:13.274099Z,9edc38ed-8c6d-401c-900a-3ceeb00c2952,Rice,0.918,Recommended Rice for Kwale due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b5ef45ee-ffc8-4999-97ae-dcf8b50b71c6,e452b05e-b987-4e86-8afc-8c35067c91f6,Busia,2025-11-16T21:55:13.274946Z,86c32058-45b7-4757-b983-b594165695ff,Maize,0.859,Recommended Maize for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
4e397fda-eb7f-4758-8c2a-d28686b7ab1b,4d84a896-fb4e-475e-adaa-6684e3469733,Wajir,2025-10-31T21:55:13.275809Z,a15bf20c-8526-4934-976e-5b8745dbf467,Millet,0.778,Recommended Millet for Wajir due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3b2f96e7-f485-48b2-9879-eb4621b70f86,4fea3c32-a9c5-49b5-a8fa-8c877de47580,Kilifi,2025-11-08T21:55:13.277412Z,414fdce8-c0a8-4563-97b7-3c5426008b45,Millet,0.858,Recommended Millet for Kilifi due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3170a161-2f50-4488-a047-4fb5c60c60c2,ec739446-9058-43d8-a2ce-463004d35216,Laikipia,2025-11-07T21:55:13.278807Z,48428d05-faea-4c0b-a4a1-418b545ee75c,Maize,0.869,Recommended Maize for Laikipia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f158f641-ef0c-495b-8d66-774826282a7d,d422d456-030d-4056-916f-83a8c53aff50,Meru,2025-11-20T21:55:13.279763Z,689c55ae-aa3f-430a-bd28-4675413eefc4,Millet,0.754,Recommended Millet for Meru due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2d2d42ec-ed35-4c2a-991b-11f9f6d2086e,e72ba826-a999-47a9-a485-c450613e91ce,Samburu,2025-11-20T21:55:13.280664Z,8ce14dcd-29b4-4b20-b7d6-8029e91d1409,Sorghum,0.976,Recommended Sorghum for Samburu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
d60ec6b7-e1f5-4921-b2b9-fa95c1e8ecf7,6486a471-db11-41d8-b3f7-58472a239db4,Lamu,2025-11-07T21:55:13.281530Z,a15bf20c-8526-4934-976e-5b8745dbf467,Millet,0.747,Recommended Millet for Lamu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
03307acb-dd0c-449d-8127-a140c989ae57,0d420d99-eda1-4df5-bee8-0492879f2067,Nyandarua,2025-11-02T21:55:13.282400Z,f9209d3e-d151-4c13-8cb8-71802d1139d6,Rice,0.88,Recommended Rice for Nyandarua due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c7a250a2-06cd-4f55-bdc6-3de7a38b2c9e,0f175beb-26f0-4fa5-88f7-214e999c5210,Kwale,2025-11-17T21:55:13.283251Z,a15bf20c-8526-4934-976e-5b8745dbf467,Millet,0.873,Recommended Millet for Kwale due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
cf417418-5680-4d09-b8ec-006aa3a34993,eacd3c92-39b4-49b4-83b6-5f2a1388787b,Kisumu,2025-11-21T21:55:13.284117Z,b1b3c450-8dcc-4366-badd-87979d4dbf7b,Millet,0.84,Recommended Millet for Kisumu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b07fa2ef-282a-4352-adf5-299a065b6003,2044dcdf-acbb-4b1a-9b8a-bc0af1f3fff5,Uasin Gishu,2025-11-08T21:55:13.284973Z,c49f0f44-5b24-4e02-965d-9bd810e16024,Finger Millet,0.624,Recommended Finger Millet for Uasin Gishu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
9e92a2c2-d7e4-4f09-aa3e-cc5af21510d3,f5aacb22-156a-48f6-88c1-6fea63eeca19,Kiambu,2025-11-08T21:55:13.285841Z,3ae8d5f9-7f4d-4578-b72e-87d270e8aae3,Sorghum,0.926,Recommended Sorghum for Kiambu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
796499b1-8867-4853-91b2-eaab5448a91b,4bd8ab4a-6fe1-40da-9990-0ce8652e9000,Narok,2025-11-01T21:55:13.286700Z,a15bf20c-8526-4934-976e-5b8745dbf467,Millet,0.888,Recommended Millet for Narok due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
9e630c96-704d-4726-92a2-48479e5f1351,547640d9-7b6e-451b-a4e1-079865ff3cce,Garissa,2025-11-10T21:55:13.287560Z,b377eb42-c28b-4bba-94df-b3bd0b0a8844,Beans,0.88,Recommended Beans for Garissa due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
419758be-22d6-4003-826b-e9047d3483d3,2188477c-dd85-4701-9935-e2a823a50748,Turkana,2025-11-27T21:55:13.288433Z,c49f0f44-5b24-4e02-965d-9bd810e16024,Finger Millet,0.953,Recommended Finger Millet for Turkana due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
97241c4c-17f4-4043-870b-bfc928670f7b,fd862a21-0fa1-4fa0-ae51-ea8b22e160e7,Kericho,2025-11-06T21:55:13.289287Z,9c0dde59-543b-432a-96f0-2a9ce61885e0,Millet,0.802,Recommended Millet for Kericho due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f3ae692f-1d67-452a-9f09-425e22d9db63,357680de-3874-4b8f-8683-f3496748a639,Uasin Gishu,2025-11-23T21:55:13.290189Z,f0b5f582-77b0-4410-8b67-de5a35bb25e5,Sorghum,0.973,Recommended Sorghum for Uasin Gishu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
618e3a5d-db09-4bb3-8f8e-6bd0db08073a,8d42e07b-2373-468e-b905-9864c7e3b9f2,Turkana,2025-11-02T21:55:13.291041Z,65305836-62b6-4e36-bdd0-38307071a6be,Arrowroot,0.789,Recommended Arrowroot for Turkana due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
ee6c969a-410c-4233-8a53-4656b60ac8fa,0f997963-b18f-4600-9083-ca1434e0f996,Kisii,2025-11-24T21:55:13.291985Z,879c2852-6d58-4a80-a7cd-a0f6fc05885f,Beans,0.804,Recommended Beans for Kisii due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
f8f4eb56-4bcf-4e18-a498-3211b3e92d16,4148a59e-70c1-422b-b076-7f0cb2bac5b9,Tana River,2025-10-28T21:55:13.292880Z,191a947c-3e17-4ea7-8e92-388f32c1da42,Arrowroot,1.0,Recommended Arrowroot for Tana River due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3e7faa50-8898-4059-b281-ff96b8ccd07a,7543963b-4263-4dff-89a6-b5a5992753a3,Nairobi,2025-11-13T21:55:13.293813Z,86c32058-45b7-4757-b983-b594165695ff,Maize,0.643,Recommended Maize for Nairobi due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
1b1942c4-a357-40f0-a273-89dd5e0dccd3,f5ed9eff-1e7b-4e74-b229-a527cba8fd9c,Kajiado,2025-11-16T21:55:13.294957Z,4ad6723d-a62b-429f-a32f-ae8b9ccc16a7,Arrowroot,0.621,Recommended Arrowroot for Kajiado due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
887c3c90-1b82-4ad4-8a2a-5317d8481688,1ac3353c-d410-45ee-8729-bc8f421e8c95,Nyandarua,2025-11-07T21:55:13.296177Z,8ce14dcd-29b4-4b20-b7d6-8029e91d1409,Sorghum,0.622,Recommended Sorghum for Nyandarua due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c6792ec1-c1b2-4b2d-97f3-1cc978e82e49,d361f2ea-3fa4-4a11-83dd-ed8aebbc51b8,Baringo,2025-11-19T21:55:13.297099Z,040c2384-367a-4420-8ba7-3e347de7f331,Beans,0.805,Recommended Beans for Baringo due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
d04d39ed-2fd6-4c9d-b340-55b53e3beda0,b23fc532-5b7d-434c-9fd8-e62fa18249a8,Samburu,2025-11-20T21:55:13.297986Z,53fd2249-e3a6-4723-beb3-9c6959a5e5b2,Maize,0.799,Recommended Maize for Samburu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
8797860c-3d44-4a84-957f-46046edbe19f,e7f99da4-b746-470a-bc4f-071811e40dee,Bungoma,2025-11-20T21:55:13.298843Z,00b71fa2-fa39-4985-b39b-cc14fb79840d,Rice,0.673,Recommended Rice for Bungoma due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
be5ec7fb-d1f6-4df8-a805-fa9fb93e5bbd,a2ed3902-b84d-4f2e-989d-1812eff82f2e,Kiambu,2025-11-05T21:55:13.299698Z,0545377e-bc22-4a36-b817-8aecee5ca1a6,Maize,0.748,Recommended Maize for Kiambu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
312cb6ac-e0e1-4ff8-9c8d-6768042d970e,47a124bf-c9dd-46f6-aa2d-c42960757ac5,Nyandarua,2025-11-21T21:55:13.300570Z,b177dc83-ac9e-4cae-96ac-2931af79dc77,Maize,0.985,Recommended Maize for Nyandarua due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a3428d79-2453-463a-9333-9e15ed79dc66,f8f47e78-7276-474d-91ba-f28a92173b52,Turkana,2025-11-15T21:55:13.301427Z,5fc3f4c2-1f8d-418d-b622-c64b5c50ee67,Finger Millet,0.876,Recommended Finger Millet for Turkana due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
13b5930d-5cf3-44ff-acc4-17840545c889,5d7cb920-dc43-4c84-bfdd-86f39858765a,Samburu,2025-11-01T21:55:13.302300Z,5b9854d6-bcf7-47db-9dd8-1ab40d840256,Cassava,0.96,Recommended Cassava for Samburu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2e1d994a-02b7-46ef-bb9c-6172abdb9702,70f96e92-2705-4cc9-86f6-38fd90857a61,Lamu,2025-11-18T21:55:13.303152Z,a2473661-7279-470d-a9b7-26fcd90e5920,Sorghum,0.907,Recommended Sorghum for Lamu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
4d198bb7-5cf4-461d-97d7-258228b3daa6,72b5bffd-1f17-4d8d-b219-ea30175f036e,Kiambu,2025-11-22T21:55:13.303992Z,86c32058-45b7-4757-b983-b594165695ff,Maize,0.713,Recommended Maize for Kiambu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
c1f455bf-5199-4054-91bc-9346b050e2e9,60aa873e-c4e8-444f-ab90-716d5c473e09,West Pokot,2025-11-17T21:55:13.304821Z,40eef3bc-1dc8-4f3f-8d61-4810568949ae,Cassava,0.941,Recommended Cassava for West Pokot due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
df855af8-fb93-4871-bdc4-4404397c8184,2e7154fe-47e0-461e-8bfa-4e7f2a89a8ed,Bomet,2025-11-09T21:55:13.305651Z,9c0dde59-543b-432a-96f0-2a9ce61885e0,Millet,0.948,Recommended Millet for Bomet due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6a4470e8-62c9-4039-a6c9-e10104c0c00b,649e88d6-1434-4cb7-ae6f-0e7c39e4dd4e,Kajiado,2025-11-17T21:55:13.306530Z,95e278bf-c2a5-45ac-8314-27e3c969f8be,Finger Millet,0.654,Recommended Finger Millet for Kajiado due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
0ab2e2f3-c14a-4b63-b4a6-cba6b440088c,c1232cf0-67be-4a73-b398-5c093c717506,Kakamega,2025-11-12T21:55:13.307356Z,37f96303-302d-4541-ad74-63c41b5a2769,Maize,0.744,Recommended Maize for Kakamega due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a5d0821d-a74e-4b6f-9495-724565e1f784,6adb1451-02d5-4401-b7db-5d89404d6757,Kilifi,2025-11-09T21:55:13.308195Z,95e278bf-c2a5-45ac-8314-27e3c969f8be,Finger Millet,0.733,Recommended Finger Millet for Kilifi due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
cd523eab-393d-4017-957f-735e8fa9aee4,1a7ccef0-2070-438a-af00-922d5008a39f,Kakamega,2025-11-17T21:55:13.309024Z,793aca54-c291-49bb-8b50-2b76d3c563ae,Arrowroot,0.745,Recommended Arrowroot for Kakamega due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a7e9deb2-cc39-4b51-865e-62095015e6ac,e26f6abb-6605-4656-bd06-26e7f7b2b401,Meru,2025-11-05T21:55:13.310065Z,51ff1a37-f1ab-4fb2-9e00-56600b92f7b3,Millet,0.753,Recommended Millet for Meru due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2acba238-30e3-4509-a4ee-fae644264d65,dd851f81-863e-48a2-909f-7dea02fa54a0,Nyamira,2025-11-02T21:55:13.311100Z,b1b3c450-8dcc-4366-badd-87979d4dbf7b,Millet,0.854,Recommended Millet for Nyamira due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6aa347e3-dd67-4ad0-8738-399927f327b6,f17a71e2-d74f-42ba-b50c-7c40963f5da6,Bungoma,2025-11-15T21:55:13.312139Z,98e0d2a8-872f-4b73-990e-a3e672bf9db6,Arrowroot,0.81,Recommended Arrowroot for Bungoma due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
9919c35a-615a-4169-99ce-0c613d08f1db,51dd3724-62d2-4ee5-b148-e03c8123e499,Garissa,2025-11-03T21:55:13.313036Z,705c930d-d612-46ae-aa6c-187f0dfe7b2b,Finger Millet,0.718,Recommended Finger Millet for Garissa due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3e66db82-a7b1-4a23-9632-5083066c1ceb,edab2a46-ea6e-49a8-b285-4e32bf9c7e2f,Bungoma,2025-11-07T21:55:13.313903Z,cfa64a49-89ab-475d-8703-4264d14145a2,Millet,0.607,Recommended Millet for Bungoma due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2584163b-2357-49b8-ab1c-e189c1fcd5e6,b457df2a-8b90-4335-8e21-aabc9a0eabc4,Meru,2025-11-17T21:55:13.314734Z,ee45a610-4d23-4e5c-93d4-d3fc46867b98,Millet,0.698,Recommended Millet for Meru due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2976fc92-522a-408e-82b2-268ad06f9bf5,de806627-20d9-41b3-bbcf-256a34456952,Turkana,2025-11-06T21:55:13.315562Z,2bd1d80b-b277-484a-9d1a-672ca7e8048c,Finger Millet,0.72,Recommended Finger Millet for Turkana due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
59e7f991-ea17-469a-a371-343f3f924d03,a7fab171-0bab-4101-be06-0b5a8e6eeaa5,Bungoma,2025-11-27T21:55:13.316400Z,5fc3f4c2-1f8d-418d-b622-c64b5c50ee67,Finger Millet,0.756,Recommended Finger Millet for Bungoma due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
96e1e3cf-1647-4cdd-bbd9-dcd8f5f99801,c7631454-b2ca-4b3c-93b2-a090a9448d10,Kajiado,2025-11-07T21:55:13.317228Z,37f96303-302d-4541-ad74-63c41b5a2769,Maize,0.783,Recommended Maize for Kajiado due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
97e6bcda-ece4-4e15-8e5b-9e6c2159a49c,fd862a21-0fa1-4fa0-ae51-ea8b22e160e7,Kericho,2025-11-12T21:55:13.318065Z,93ec1528-6213-4239-b8e9-ad9806ad9f4d,Maize,0.859,Recommended Maize for Kericho due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
2888690e-7483-4b36-930a-e20b04e45fe9,bbccea21-9838-45aa-aa8f-00732c57d806,Mbeere,2025-11-02T21:55:13.318889Z,f9209d3e-d151-4c13-8cb8-71802d1139d6,Rice,0.936,Recommended Rice for Mbeere due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
7d9fe2b4-2b6d-44dd-9f40-e084ae2bcc8e,d8b55774-d9a4-4d23-bdf1-82ea531be230,Taita Taveta,2025-11-11T21:55:13.319738Z,3ae8d5f9-7f4d-4578-b72e-87d270e8aae3,Sorghum,0.946,Recommended Sorghum for Taita Taveta due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
ac5ed278-5563-4e50-937a-5a4bec99deeb,3e2042e0-c1d2-4de0-b137-d8753fbe5c1b,Busia,2025-11-17T21:55:13.320568Z,b14eadf0-5f9e-44b7-ac6e-749db03fb610,Finger Millet,0.915,Recommended Finger Millet for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b5cea516-957f-4894-9af5-cd589fcb523b,e9d0ad22-6698-4b5e-8bd2-66c2dd5d552a,Busia,2025-11-01T21:55:13.321393Z,c49f0f44-5b24-4e02-965d-9bd810e16024,Finger Millet,0.786,Recommended Finger Millet for Busia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
0c5a1ecf-0fce-4f4e-b271-0abf19ae825a,b6e4555a-b4da-4c29-8b6c-1b874a2ff58a,Tana River,2025-11-07T21:55:13.322239Z,dec85530-3ed3-410a-9265-6ec13a2f82b5,Beans,0.786,Recommended Beans for Tana River due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
110385f8-9a9a-445a-b804-594ee1c24410,4ed7b789-9d87-48c7-973a-fa3de56e7169,Garissa,2025-11-04T21:55:13.323070Z,879c2852-6d58-4a80-a7cd-a0f6fc05885f,Beans,0.966,Recommended Beans for Garissa due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
dc9e96de-acdb-4291-82cf-0c084b2a85f0,1a7ccef0-2070-438a-af00-922d5008a39f,Kakamega,2025-11-01T21:55:13.323938Z,37f96303-302d-4541-ad74-63c41b5a2769,Maize,0.758,Recommended Maize for Kakamega due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
3566f0ce-8f36-4ff7-ad1d-fafc786f45c2,3d84a1a8-5f9e-40de-a3c8-e897e5aebfe7,Siaya,2025-11-26T21:55:13.324762Z,2e0a646a-b4c6-48dc-912a-38f13f1a1f2b,Maize,0.914,Recommended Maize for Siaya due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
e56f7acb-87c7-4c09-ada2-a9d9ae3a2ec0,2d7e7ee9-45b1-40ff-9769-596fbe61fff1,Trans Nzoia,2025-11-06T21:55:13.325587Z,040c2384-367a-4420-8ba7-3e347de7f331,Beans,0.806,Recommended Beans for Trans Nzoia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
d969ecee-fe93-4adb-8384-42289d6e0bfc,6b422eb2-ca99-483d-80d1-58866e66bc57,West Pokot,2025-11-27T21:55:13.328308Z,705c930d-d612-46ae-aa6c-187f0dfe7b2b,Finger Millet,0.929,Recommended Finger Millet for West Pokot due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
5f68b7fe-3c6c-4af0-92ab-8ebe0c7b62cb,96c02260-7a45-431b-a915-7b2aab47cfce,Busia,2025-11-19T21:55:13.330402Z,cfa64a49-89ab-475d-8703-4264d14145a2,Millet,0.804,Recommended Millet for Busia due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
1e609fe0-de90-426d-b89a-cbedf1bbb96c,2b9f8742-3d56-405b-a27b-dee2a7fbe463,Lamu,2025-10-28T21:55:13.331335Z,8e0f8870-ce83-42a3-90dd-ef08ff96f826,Sorghum,0.851,Recommended Sorghum for Lamu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
4be14a51-d984-4535-8983-646d2a32ea3d,bcce46d1-e85d-4128-9c39-19d2aca65cd7,Wajir,2025-11-08T21:55:13.332205Z,4ad6723d-a62b-429f-a32f-ae8b9ccc16a7,Arrowroot,0.915,Recommended Arrowroot for Wajir due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
e84e2161-b8c6-41bd-aa70-4ad3c49469df,ec8bdb11-f3fa-488e-a3e7-01b249228067,Embu,2025-11-19T21:55:13.333044Z,986778f8-da3b-4519-bc43-a3b690a4a63d,Cassava,0.849,Recommended Cassava for Embu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
94fa1a5a-c70a-49b8-82b7-cb1f3365da62,753aa0df-a0f2-42cf-9c9f-8d19b25a88fc,Uasin Gishu,2025-11-27T21:55:13.333889Z,86c32058-45b7-4757-b983-b594165695ff,Maize,0.749,Recommended Maize for Uasin Gishu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
34ca7699-aadc-412b-86c0-b73d26cc0858,bffa92c8-05ac-4cf7-8639-8e2fa60042a4,Mombasa,2025-11-04T21:55:13.334720Z,9c0dde59-543b-432a-96f0-2a9ce61885e0,Millet,0.841,Recommended Millet for Mombasa due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
84769620-d2c0-4c90-be6e-2391128c61cd,ed9e9b84-53db-4570-8165-73df2849e660,Nyandarua,2025-10-28T21:55:13.335550Z,5b002b0e-feb6-4653-bf49-d9d20341151f,Finger Millet,0.775,Recommended Finger Millet for Nyandarua due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
a6f25b95-0b7c-4cc8-819f-85875d4b8077,d8e7cafe-222a-401c-9136-b038594b0753,Nyandarua,2025-11-24T21:55:13.336384Z,f700d6ce-07f3-4a4d-8fad-615f938741be,Cassava,0.632,Recommended Cassava for Nyandarua due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
62cca57e-bf86-40a5-9fe9-2b3a491c2b43,f7f7167c-8225-42b8-a913-500b85a402e9,Nandi,2025-11-24T21:55:13.337202Z,dec85530-3ed3-410a-9265-6ec13a2f82b5,Beans,0.836,Recommended Beans for Nandi due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
55cde28f-6516-44e8-ab35-44dfa22eea3f,aa79e36e-e49d-4491-aa00-4b84285b7197,Kajiado,2025-11-06T21:55:13.338034Z,2bd1d80b-b277-484a-9d1a-672ca7e8048c,Finger Millet,0.668,Recommended Finger Millet for Kajiado due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
5ca716ef-d19d-4d77-86a1-f55e9d1e0c46,604f282d-2747-4822-a4da-576d648d9300,Samburu,2025-11-14T21:55:13.338861Z,05036ebc-7f34-4ee3-918c-2f0ad7185745,Maize,0.865,Recommended Maize for Samburu due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
b3a8eccf-a04d-4a81-9f68-91cc320362c6,bcfa546e-5154-4609-b6fc-b3ab61ab9d6d,Laikipia,2025-11-19T21:55:13.339680Z,98e0d2a8-872f-4b73-990e-a3e672bf9db6,Arrowroot,0.888,Recommended Arrowroot for Laikipia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
df21e312-1081-4985-a665-0e89e376b08c,2b9f8742-3d56-405b-a27b-dee2a7fbe463,Lamu,2025-10-28T21:55:13.340513Z,cfa64a49-89ab-475d-8703-4264d14145a2,Millet,0.772,Recommended Millet for Lamu due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6295f329-9cac-495c-8442-1ba0ef1af2bc,cd43d957-a36f-4f75-9cf2-67b34e1c9a98,Kajiado,2025-11-16T21:55:13.341335Z,f9209d3e-d151-4c13-8cb8-71802d1139d6,Rice,0.819,Recommended Rice for Kajiado due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
88452b8b-f2c7-4865-87b7-f260aee7ba34,db0a3ecc-3976-4093-90ef-820733648fb4,Bungoma,2025-10-30T21:55:13.342169Z,ee45a610-4d23-4e5c-93d4-d3fc46867b98,Millet,0.887,Recommended Millet for Bungoma due to soil type and climate compatibility,Long rains (MAM),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
6a2ad7e2-4e0a-4029-9f7c-ff920032017c,5c4a4c84-e89d-4979-a2fb-ea03f46fb4a5,Laikipia,2025-10-29T21:55:13.343476Z,a2473661-7279-470d-a9b7-26fcd90e5920,Sorghum,0.628,Recommended Sorghum for Laikipia due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
8f7de3aa-0486-4e6c-8125-2a58af286450,ae93259e-d30b-4981-b039-ee6f26e562c3,Garissa,2025-11-01T21:55:13.344801Z,8775e5b7-159a-4859-a3b8-5c35fb05dcf7,Beans,0.774,Recommended Beans for Garissa due to soil type and climate compatibility,Short rains (OND),Apply recommended practices for AEZ,1.0.0,crop_recommendation_engine_v1
