forecast_id,parcel_id,county,forecast_timestamp_utc,target_window_start_utc,target_window_end_utc,flood_risk_score,risk_class,top_features,model_version,source
926385b2-91d5-4571-9c58-5bdcee428ff8,1aca3147-1763-4ee9-878d-616ad142908a,Laikipia,2025-11-21T22:21:01.246502Z,2025-11-26T22:21:01.246502Z,2025-12-22T22:21:01.246502Z,0.314,Low,"{""rainfall_intensity"": 0.66, ""river_level"": 0.68, ""soil_moisture"": 0.28, ""land_slope"": 0.56, ""historical_flood_frequency"": 0.67}",1.0.0,flood_risk_model_v1
93c23f86-65bf-4671-bf08-0b33e9bbd815,8d4d9486-9c21-4c5a-a4a4-a8cdde1105e7,Taita Taveta,2025-10-31T22:21:01.246869Z,2025-11-04T22:21:01.246869Z,2025-12-03T22:21:01.246869Z,0.048,Low,"{""rainfall_intensity"": 0.58, ""river_level"": 0.37, ""soil_moisture"": 0.89, ""land_slope"": 0.79, ""historical_flood_frequency"": 0.85}",1.0.0,flood_risk_model_v1
c9ea4e7a-1266-43f7-9b42-a2575e22313d,14b31c46-8210-4ab0-b177-fc7b5ddd59dc,Nyandarua,2025-11-09T22:21:01.247234Z,2025-11-14T22:21:01.247234Z,2025-12-08T22:21:01.247234Z,0.373,Low,"{""rainfall_intensity"": 0.66, ""river_level"": 0.55, ""soil_moisture"": 0.22, ""land_slope"": 0.77, ""historical_flood_frequency"": 0.42}",1.0.0,flood_risk_model_v1
d596c891-6303-4c40-bdfb-a88e5f3bc7ec,88dbc4c0-4cf4-4043-bf2a-20195ec006ea,Kajiado,2025-11-12T22:21:01.247603Z,2025-11-14T22:21:01.247603Z,2025-12-01T22:21:01.247603Z,0.564,Medium,"{""rainfall_intensity"": 0.6, ""river_level"": 0.34, ""soil_moisture"": 0.55, ""land_slope"": 0.78, ""historical_flood_frequency"": 0.43}",1.0.0,flood_risk_model_v1
7a2ed9ee-173a-4128-90ec-e863696015b7,0c517a12-bd04-4865-9e54-4bdbbd133954,Narok,2025-11-22T22:21:01.247968Z,2025-11-25T22:21:01.247968Z,2025-12-16T22:21:01.247968Z,0.042,Low,"{""rainfall_intensity"": 0.73, ""river_level"": 0.43, ""soil_moisture"": 0.74, ""land_slope"": 0.59, ""historical_flood_frequency"": 0.11}",1.0.0,flood_risk_model_v1
44a300e3-1679-4b70-9423-b95395b806cf,b6e88c56-f79d-41e8-a656-78c3539d8866,Bungoma,2025-11-27T22:21:01.248377Z,2025-12-04T22:21:01.248377Z,2025-12-21T22:21:01.248377Z,0.228,Low,"{""rainfall_intensity"": 0.68, ""river_level"": 0.54, ""soil_moisture"": 0.88, ""land_slope"": 0.13, ""historical_flood_frequency"": 0.27}",1.0.0,flood_risk_model_v1
0185ab2c-9ff0-4f74-81e6-122701aba709,357a9d44-b6c9-4d19-a1cd-45ca43b5fd28,Kakamega,2025-11-13T22:21:01.248746Z,2025-11-14T22:21:01.248746Z,2025-12-12T22:21:01.248746Z,0.114,Low,"{""rainfall_intensity"": 0.98, ""river_level"": 0.53, ""soil_moisture"": 0.27, ""land_slope"": 0.18, ""historical_flood_frequency"": 0.98}",1.0.0,flood_risk_model_v1
3fd141d3-0f30-4d3c-9bd3-d3fcc182f4d5,b7fc90ba-cf7e-4fd9-b13a-234366ca7220,West Pokot,2025-11-09T22:21:01.249118Z,2025-11-11T22:21:01.249118Z,2025-12-07T22:21:01.249118Z,0.254,Low,"{""rainfall_intensity"": 0.67, ""river_level"": 0.57, ""soil_moisture"": 0.58, ""land_slope"": 0.56, ""historical_flood_frequency"": 0.44}",1.0.0,flood_risk_model_v1
0bcd4eb5-2f42-4935-8013-68f59bc21cd1,380350ec-e9e0-4735-81ae-f426d8e462e1,Laikipia,2025-11-19T22:21:01.249486Z,2025-11-22T22:21:01.249486Z,2025-12-10T22:21:01.249486Z,0.36,Low,"{""rainfall_intensity"": 0.68, ""river_level"": 1.0, ""soil_moisture"": 0.8, ""land_slope"": 0.3, ""historical_flood_frequency"": 0.29}",1.0.0,flood_risk_model_v1
aca54b45-1f23-4841-a331-b91a907c21a7,13586492-0cdc-4a0c-9dd6-c61e4f090866,Tana River,2025-11-26T22:21:01.249853Z,2025-12-02T22:21:01.249853Z,2025-12-18T22:21:01.249853Z,0.918,High,"{""rainfall_intensity"": 0.53, ""river_level"": 0.74, ""soil_moisture"": 0.24, ""land_slope"": 0.63, ""historical_flood_frequency"": 0.51}",1.0.0,flood_risk_model_v1
0a985112-811b-4d3e-9e60-a8c1286aa1de,95ce2c81-7f01-4c1d-b1e2-f8bb258e652f,Tharaka Nithi,2025-11-24T22:21:01.250233Z,2025-11-30T22:21:01.250233Z,2025-12-09T22:21:01.250233Z,0.054,Low,"{""rainfall_intensity"": 0.78, ""river_level"": 0.65, ""soil_moisture"": 0.34, ""land_slope"": 0.67, ""historical_flood_frequency"": 0.85}",1.0.0,flood_risk_model_v1
7ca08983-da71-4f7d-9c9e-a310461fde27,6f0ac398-dad5-46ba-a363-594e835eb168,Laikipia,2025-11-27T22:21:01.250773Z,2025-12-03T22:21:01.250773Z,2025-12-19T22:21:01.250773Z,0.547,Medium,"{""rainfall_intensity"": 0.58, ""river_level"": 0.44, ""soil_moisture"": 0.25, ""land_slope"": 0.21, ""historical_flood_frequency"": 0.57}",1.0.0,flood_risk_model_v1
1bd0d3c1-eda4-4604-901e-d25492b95668,2ddf6050-0a0e-4f40-b30d-4277747d130b,West Pokot,2025-11-20T22:21:01.251239Z,2025-11-21T22:21:01.251239Z,2025-11-29T22:21:01.251239Z,0.155,Low,"{""rainfall_intensity"": 0.81, ""river_level"": 0.9, ""soil_moisture"": 0.63, ""land_slope"": 0.41, ""historical_flood_frequency"": 0.58}",1.0.0,flood_risk_model_v1
db5c0821-f439-48be-829b-17e75cecaa3d,d68854ff-5d62-477b-9a8d-e0fbd70cf14d,Kericho,2025-11-03T22:21:01.251681Z,2025-11-09T22:21:01.251681Z,2025-12-03T22:21:01.251681Z,0.651,Medium,"{""rainfall_intensity"": 0.78, ""river_level"": 0.31, ""soil_moisture"": 0.33, ""land_slope"": 0.72, ""historical_flood_frequency"": 0.23}",1.0.0,flood_risk_model_v1
498c5445-4f97-4f23-abbd-2e82707ca10a,3c0395cb-1ae9-4360-ae61-2c0571e4a094,Turkana,2025-11-17T22:21:01.252074Z,2025-11-24T22:21:01.252074Z,2025-12-08T22:21:01.252074Z,0.23,Low,"{""rainfall_intensity"": 0.85, ""river_level"": 0.68, ""soil_moisture"": 0.74, ""land_slope"": 0.14, ""historical_flood_frequency"": 0.99}",1.0.0,flood_risk_model_v1
4513f97e-428a-432c-b38e-69d5226cf13b,03f520e4-4dbb-45f5-848a-78cc2dd44418,Mbeere,2025-11-02T22:21:01.252519Z,2025-11-06T22:21:01.252519Z,2025-11-18T22:21:01.252519Z,0.069,Low,"{""rainfall_intensity"": 0.97, ""river_level"": 0.47, ""soil_moisture"": 0.45, ""land_slope"": 0.4, ""historical_flood_frequency"": 0.99}",1.0.0,flood_risk_model_v1
65bd9a4f-4fd6-440f-a0e0-81126353655e,2932f237-c38c-4001-9fbd-637f96d943a3,Tharaka Nithi,2025-11-09T22:21:01.253039Z,2025-11-13T22:21:01.253039Z,2025-12-05T22:21:01.253039Z,0.604,Medium,"{""rainfall_intensity"": 0.85, ""river_level"": 0.97, ""soil_moisture"": 0.7, ""land_slope"": 0.76, ""historical_flood_frequency"": 0.37}",1.0.0,flood_risk_model_v1
ef5eb19b-1b57-4a3c-9021-b59d883ed732,b4964c75-1bb3-4447-836a-17fc70e1faed,Siaya,2025-11-27T22:21:01.253549Z,2025-11-30T22:21:01.253549Z,2025-12-20T22:21:01.253549Z,0.511,Medium,"{""rainfall_intensity"": 0.74, ""river_level"": 0.31, ""soil_moisture"": 0.77, ""land_slope"": 0.26, ""historical_flood_frequency"": 0.65}",1.0.0,flood_risk_model_v1
835c8f21-b237-41fd-8075-320a06c38c0e,7ace1fa3-10e9-4606-9976-6b0ae9e959f6,Uasin Gishu,2025-11-24T22:21:01.254084Z,2025-11-26T22:21:01.254084Z,2025-12-06T22:21:01.254084Z,0.158,Low,"{""rainfall_intensity"": 0.51, ""river_level"": 0.54, ""soil_moisture"": 0.76, ""land_slope"": 0.48, ""historical_flood_frequency"": 0.13}",1.0.0,flood_risk_model_v1
28606e0a-16be-4eee-99b8-d2926f7d980c,f453ed27-ad66-4886-96b6-cbe4f07ba42c,Machakos,2025-11-11T22:21:01.254531Z,2025-11-12T22:21:01.254531Z,2025-12-07T22:21:01.254531Z,0.061,Low,"{""rainfall_intensity"": 0.52, ""river_level"": 0.37, ""soil_moisture"": 0.45, ""land_slope"": 0.56, ""historical_flood_frequency"": 0.6}",1.0.0,flood_risk_model_v1
ed2da8e3-ad99-494a-9361-515c6725826d,92ecc9d9-a4c4-4f2b-b0e1-b39ffd08242b,Turkana,2025-11-20T22:21:01.254918Z,2025-11-25T22:21:01.254918Z,2025-12-10T22:21:01.254918Z,0.477,Medium,"{""rainfall_intensity"": 0.66, ""river_level"": 0.49, ""soil_moisture"": 0.23, ""land_slope"": 0.59, ""historical_flood_frequency"": 0.02}",1.0.0,flood_risk_model_v1
2bc3088e-28e4-4abf-a6fe-b57efc78c289,b1c522b6-cee4-45de-bdce-44f4c1515cbe,Nairobi,2025-11-07T22:21:01.255293Z,2025-11-11T22:21:01.255293Z,2025-12-02T22:21:01.255293Z,0.345,Low,"{""rainfall_intensity"": 0.8, ""river_level"": 0.43, ""soil_moisture"": 0.73, ""land_slope"": 0.11, ""historical_flood_frequency"": 0.12}",1.0.0,flood_risk_model_v1
5285396c-68e2-4462-8b83-46dd85792dfd,5933654b-f837-4000-8d1e-9c28d2fe5913,Kisumu,2025-10-31T22:21:01.255664Z,2025-11-05T22:21:01.255664Z,2025-11-22T22:21:01.255664Z,0.626,Medium,"{""rainfall_intensity"": 0.93, ""river_level"": 0.64, ""soil_moisture"": 0.84, ""land_slope"": 0.56, ""historical_flood_frequency"": 0.89}",1.0.0,flood_risk_model_v1
66e6c589-b2ec-4bad-93e8-9633e7b781cc,ced3dcc6-5285-4303-b3bc-7b37c944e9ee,Kwale,2025-11-10T22:21:01.256037Z,2025-11-13T22:21:01.256037Z,2025-11-28T22:21:01.256037Z,0.165,Low,"{""rainfall_intensity"": 0.74, ""river_level"": 0.31, ""soil_moisture"": 0.68, ""land_slope"": 0.69, ""historical_flood_frequency"": 0.09}",1.0.0,flood_risk_model_v1
f8ad101a-ffc0-4d88-b8fa-1a053e88302a,7d8d4f55-05ef-4d63-a02b-79bd00012405,Tharaka Nithi,2025-11-05T22:21:01.256424Z,2025-11-08T22:21:01.256424Z,2025-11-25T22:21:01.256424Z,0.222,Low,"{""rainfall_intensity"": 0.6, ""river_level"": 0.91, ""soil_moisture"": 0.87, ""land_slope"": 0.55, ""historical_flood_frequency"": 0.47}",1.0.0,flood_risk_model_v1
e57e54c3-5f10-4e65-83dd-224ca3af6bc8,220153de-060c-49d3-b0d8-36c3823185e9,Vihiga,2025-11-23T22:21:01.256793Z,2025-11-26T22:21:01.256793Z,2025-12-03T22:21:01.256793Z,0.346,Low,"{""rainfall_intensity"": 0.99, ""river_level"": 0.78, ""soil_moisture"": 0.51, ""land_slope"": 0.61, ""historical_flood_frequency"": 0.49}",1.0.0,flood_risk_model_v1
edf86cca-7c31-4d82-9fc2-d1469308648c,a5604922-8f13-47f9-ac4e-4f705134d440,Tana River,2025-11-24T22:21:01.257162Z,2025-11-25T22:21:01.257162Z,2025-12-09T22:21:01.257162Z,0.767,High,"{""rainfall_intensity"": 0.76, ""river_level"": 0.98, ""soil_moisture"": 0.61, ""land_slope"": 0.58, ""historical_flood_frequency"": 0.14}",1.0.0,flood_risk_model_v1
3997a795-3b39-4f48-883f-854b2b585694,1bd42d5b-0b73-45b2-b720-735959319a71,Embu,2025-10-30T22:21:01.257529Z,2025-11-06T22:21:01.257529Z,2025-12-04T22:21:01.257529Z,0.02,Low,"{""rainfall_intensity"": 0.68, ""river_level"": 0.37, ""soil_moisture"": 0.37, ""land_slope"": 0.72, ""historical_flood_frequency"": 1.0}",1.0.0,flood_risk_model_v1
4acc8a15-cfbc-453f-8763-4ca055c6c0ec,147bbb03-bc5d-4b2f-a0ec-ceaa8aee56b5,Kiambu,2025-11-21T22:21:01.257895Z,2025-11-24T22:21:01.257895Z,2025-12-11T22:21:01.257895Z,0.189,Low,"{""rainfall_intensity"": 0.77, ""river_level"": 0.99, ""soil_moisture"": 0.57, ""land_slope"": 0.79, ""historical_flood_frequency"": 0.67}",1.0.0,flood_risk_model_v1
2fb47960-c4de-4857-8f1b-17eb61e42dc3,134c0229-83c6-4f47-95ff-f5577f228edf,Murang'a,2025-11-09T22:21:01.258277Z,2025-11-12T22:21:01.258277Z,2025-11-26T22:21:01.258277Z,0.422,Medium,"{""rainfall_intensity"": 0.86, ""river_level"": 0.49, ""soil_moisture"": 0.33, ""land_slope"": 0.62, ""historical_flood_frequency"": 0.02}",1.0.0,flood_risk_model_v1
33e9aa1f-3184-4ac0-824a-5307842e6e46,ccf87848-2e4e-4f95-8dfc-193dc83277a7,Bomet,2025-11-21T22:21:01.258647Z,2025-11-28T22:21:01.258647Z,2025-12-08T22:21:01.258647Z,0.058,Low,"{""rainfall_intensity"": 0.94, ""river_level"": 0.91, ""soil_moisture"": 0.43, ""land_slope"": 0.64, ""historical_flood_frequency"": 0.81}",1.0.0,flood_risk_model_v1
9dd6d26e-c89d-41c9-ab35-c6006bfba752,8803b54d-bcb0-44ec-a55d-60e8136cdcb6,Lamu,2025-10-30T22:21:01.259015Z,2025-10-31T22:21:01.259015Z,2025-11-17T22:21:01.259015Z,0.792,High,"{""rainfall_intensity"": 0.57, ""river_level"": 0.52, ""soil_moisture"": 0.72, ""land_slope"": 0.27, ""historical_flood_frequency"": 0.39}",1.0.0,flood_risk_model_v1
d773587e-7a73-4a18-8079-e4edfa1c87ac,09596e72-71a2-4721-95c3-603f18556c6c,Bomet,2025-11-16T22:21:01.259383Z,2025-11-17T22:21:01.259383Z,2025-12-16T22:21:01.259383Z,0.163,Low,"{""rainfall_intensity"": 0.99, ""river_level"": 0.45, ""soil_moisture"": 0.52, ""land_slope"": 0.52, ""historical_flood_frequency"": 0.38}",1.0.0,flood_risk_model_v1
7a5f5fde-2877-443e-97f0-bb70d1ea1ea4,9a66817d-4799-4317-b584-121dd9315081,Baringo,2025-11-08T22:21:01.259750Z,2025-11-15T22:21:01.259750Z,2025-12-03T22:21:01.259750Z,0.567,Medium,"{""rainfall_intensity"": 0.59, ""river_level"": 0.66, ""soil_moisture"": 0.21, ""land_slope"": 0.39, ""historical_flood_frequency"": 0.38}",1.0.0,flood_risk_model_v1
9b455852-fc00-4e01-8f95-e957af5d01b9,e2d03ac1-da21-4d7e-bedc-318d980d679d,Vihiga,2025-11-24T22:21:01.260144Z,2025-11-28T22:21:01.260144Z,2025-12-12T22:21:01.260144Z,0.091,Low,"{""rainfall_intensity"": 0.56, ""river_level"": 0.79, ""soil_moisture"": 0.47, ""land_slope"": 0.71, ""historical_flood_frequency"": 0.59}",1.0.0,flood_risk_model_v1
f73a1d24-f562-4427-aa24-5f0b46bb4b0e,e8294bc9-8783-4f11-a6cb-1911157c523b,Kericho,2025-11-11T22:21:01.260513Z,2025-11-17T22:21:01.260513Z,2025-11-24T22:21:01.260513Z,0.175,Low,"{""rainfall_intensity"": 0.64, ""river_level"": 0.51, ""soil_moisture"": 0.31, ""land_slope"": 0.21, ""historical_flood_frequency"": 0.53}",1.0.0,flood_risk_model_v1
ea8c6e7a-21a8-4cfe-ad00-0282b261e5f4,22d93d40-3025-4264-9f54-929688826238,Kakamega,2025-11-03T22:21:01.260881Z,2025-11-07T22:21:01.260881Z,2025-11-22T22:21:01.260881Z,0.181,Low,"{""rainfall_intensity"": 0.65, ""river_level"": 0.96, ""soil_moisture"": 0.32, ""land_slope"": 0.15, ""historical_flood_frequency"": 0.07}",1.0.0,flood_risk_model_v1
7a8649f0-9b05-4c9d-8e2c-ec936fe8009e,c927a2b2-98ab-46fa-b4ba-72835a8ad1c3,Migori,2025-11-16T22:21:01.261246Z,2025-11-21T22:21:01.261246Z,2025-12-20T22:21:01.261246Z,0.617,Medium,"{""rainfall_intensity"": 0.72, ""river_level"": 0.85, ""soil_moisture"": 0.54, ""land_slope"": 0.67, ""historical_flood_frequency"": 0.58}",1.0.0,flood_risk_model_v1
5de0a7e3-5825-4302-b6a3-461e59554b28,78e348c7-6571-4cb6-9da8-8b1936689be7,Turkana,2025-11-26T22:21:01.261611Z,2025-11-27T22:21:01.261611Z,2025-12-04T22:21:01.261611Z,0.364,Low,"{""rainfall_intensity"": 0.73, ""river_level"": 0.55, ""soil_moisture"": 0.22, ""land_slope"": 0.2, ""historical_flood_frequency"": 0.82}",1.0.0,flood_risk_model_v1
871fb1c3-2fbb-4e3a-8064-993306dd293c,a2257629-e97c-4914-8bd1-5b7b8d2e6ce0,Homa Bay,2025-11-23T22:21:01.261977Z,2025-11-27T22:21:01.261977Z,2025-12-25T22:21:01.261977Z,0.904,High,"{""rainfall_intensity"": 0.64, ""river_level"": 0.47, ""soil_moisture"": 0.79, ""land_slope"": 0.41, ""historical_flood_frequency"": 0.76}",1.0.0,flood_risk_model_v1
aa5710a1-c706-4304-a3be-8c34b9d7aa64,fe396bbb-cdcd-4f09-a4ac-74b50d175c25,Samburu,2025-11-09T22:21:01.262356Z,2025-11-13T22:21:01.262356Z,2025-12-05T22:21:01.262356Z,0.133,Low,"{""rainfall_intensity"": 0.5, ""river_level"": 0.46, ""soil_moisture"": 0.37, ""land_slope"": 0.62, ""historical_flood_frequency"": 0.1}",1.0.0,flood_risk_model_v1
1a5b5b0d-746d-4f2e-9c55-902a3c81ce22,288b945a-3a18-46ca-a945-432c03028db1,Kakamega,2025-11-01T22:21:01.262723Z,2025-11-07T22:21:01.262723Z,2025-11-30T22:21:01.262723Z,0.202,Low,"{""rainfall_intensity"": 0.84, ""river_level"": 0.35, ""soil_moisture"": 0.8, ""land_slope"": 0.16, ""historical_flood_frequency"": 0.06}",1.0.0,flood_risk_model_v1
74c7be65-0a91-4e47-a20a-841f4d830f04,69d25f6b-6d21-4d76-aaa0-f03b74e5e520,Laikipia,2025-10-28T22:21:01.263104Z,2025-11-01T22:21:01.263104Z,2025-11-27T22:21:01.263104Z,0.14,Low,"{""rainfall_intensity"": 0.88, ""river_level"": 0.88, ""soil_moisture"": 0.75, ""land_slope"": 0.67, ""historical_flood_frequency"": 0.5}",1.0.0,flood_risk_model_v1
111ac113-8397-4e42-b61c-81e6ad572afe,805bcef5-9762-4c03-a443-96555b1dd6d7,Laikipia,2025-11-10T22:21:01.263456Z,2025-11-13T22:21:01.263456Z,2025-12-04T22:21:01.263456Z,0.098,Low,"{""rainfall_intensity"": 0.95, ""river_level"": 0.54, ""soil_moisture"": 0.37, ""land_slope"": 0.19, ""historical_flood_frequency"": 0.58}",1.0.0,flood_risk_model_v1
9a90e175-612d-44b2-8b8a-8f8e4784851e,b002ab26-2e5d-4b31-bb35-55f38e1ab09a,Migori,2025-11-09T22:21:01.263816Z,2025-11-14T22:21:01.263816Z,2025-11-25T22:21:01.263816Z,0.874,High,"{""rainfall_intensity"": 0.8, ""river_level"": 0.76, ""soil_moisture"": 0.42, ""land_slope"": 0.11, ""historical_flood_frequency"": 0.6}",1.0.0,flood_risk_model_v1
20255a59-6936-40f8-a6ec-5b5368deaa57,37b64b85-f9f3-46e2-bbf6-8c61f07f55c1,Kakamega,2025-11-08T22:21:01.264182Z,2025-11-15T22:21:01.264182Z,2025-12-03T22:21:01.264182Z,0.074,Low,"{""rainfall_intensity"": 0.56, ""river_level"": 0.4, ""soil_moisture"": 0.42, ""land_slope"": 0.4, ""historical_flood_frequency"": 0.69}",1.0.0,flood_risk_model_v1
12c14953-d998-4de9-940f-31319ec44216,e1a75e56-abdf-4baa-8035-c904eeefefd4,Narok,2025-11-22T22:21:01.264543Z,2025-11-28T22:21:01.264543Z,2025-12-15T22:21:01.264543Z,0.046,Low,"{""rainfall_intensity"": 0.67, ""river_level"": 0.76, ""soil_moisture"": 0.35, ""land_slope"": 0.34, ""historical_flood_frequency"": 0.75}",1.0.0,flood_risk_model_v1
be88675a-41b0-4964-aef9-ccbb88b341da,db9de904-dc27-4d54-befe-ee7eb0d70e3b,Nyeri,2025-11-09T22:21:01.264900Z,2025-11-11T22:21:01.264900Z,2025-12-08T22:21:01.264900Z,0.12,Low,"{""rainfall_intensity"": 0.55, ""river_level"": 0.61, ""soil_moisture"": 0.28, ""land_slope"": 0.6, ""historical_flood_frequency"": 0.33}",1.0.0,flood_risk_model_v1
a4c2cd14-e658-4c46-9f96-66f8e6318dfa,8f685369-240b-492f-a016-9519568ff9a0,Laikipia,2025-11-08T22:21:01.265287Z,2025-11-09T22:21:01.265287Z,2025-11-30T22:21:01.265287Z,0.295,Low,"{""rainfall_intensity"": 0.59, ""river_level"": 0.36, ""soil_moisture"": 0.51, ""land_slope"": 0.43, ""historical_flood_frequency"": 0.44}",1.0.0,flood_risk_model_v1
102f4aa8-9e10-473b-b74e-f8828a7486fb,79c11b23-d841-4bfb-9c67-ec8c94eccbf7,Tharaka Nithi,2025-11-18T22:21:01.265646Z,2025-11-25T22:21:01.265646Z,2025-12-23T22:21:01.265646Z,0.167,Low,"{""rainfall_intensity"": 0.99, ""river_level"": 0.74, ""soil_moisture"": 0.68, ""land_slope"": 0.53, ""historical_flood_frequency"": 0.66}",1.0.0,flood_risk_model_v1
c97f781d-6a02-4705-970b-40eb71b2c553,8d4d9486-9c21-4c5a-a4a4-a8cdde1105e7,Taita Taveta,2025-11-26T22:21:01.266005Z,2025-11-27T22:21:01.266005Z,2025-12-06T22:21:01.266005Z,0.094,Low,"{""rainfall_intensity"": 0.51, ""river_level"": 0.79, ""soil_moisture"": 0.41, ""land_slope"": 0.45, ""historical_flood_frequency"": 0.12}",1.0.0,flood_risk_model_v1
fdf499f7-2bf6-4af3-a6b9-86e2985c7713,e7ead4f0-f39f-4431-9923-90ae57b68fd5,Nairobi,2025-11-03T22:21:01.266373Z,2025-11-09T22:21:01.266373Z,2025-12-04T22:21:01.266373Z,0.046,Low,"{""rainfall_intensity"": 0.62, ""river_level"": 0.77, ""soil_moisture"": 0.71, ""land_slope"": 0.14, ""historical_flood_frequency"": 0.75}",1.0.0,flood_risk_model_v1
328ea931-4f49-48a3-8706-523fc16d99e4,7b91e4c3-e11c-4c17-98d7-a90a3e918484,Kisumu,2025-11-11T22:21:01.266728Z,2025-11-18T22:21:01.266728Z,2025-12-09T22:21:01.266728Z,0.606,Medium,"{""rainfall_intensity"": 0.69, ""river_level"": 0.52, ""soil_moisture"": 0.59, ""land_slope"": 0.65, ""historical_flood_frequency"": 0.66}",1.0.0,flood_risk_model_v1
c4ddbc47-6f58-4439-8dc9-14fc2ba0a862,c187d3a6-88fe-4a96-963e-5a78d2cdf049,Homa Bay,2025-11-16T22:21:01.267087Z,2025-11-20T22:21:01.267087Z,2025-12-20T22:21:01.267087Z,0.587,Medium,"{""rainfall_intensity"": 0.6, ""river_level"": 0.89, ""soil_moisture"": 0.53, ""land_slope"": 0.8, ""historical_flood_frequency"": 0.37}",1.0.0,flood_risk_model_v1
cb3fdacf-297a-4268-98fb-330971a002b2,bc5b8848-c1b7-4f5a-a9e8-0fb94a4fb7e7,Trans Nzoia,2025-11-03T22:21:01.267452Z,2025-11-06T22:21:01.267452Z,2025-11-22T22:21:01.267452Z,0.578,Medium,"{""rainfall_intensity"": 0.77, ""river_level"": 0.6, ""soil_moisture"": 0.69, ""land_slope"": 0.13, ""historical_flood_frequency"": 0.12}",1.0.0,flood_risk_model_v1
3adfdd7c-f771-41a1-9d25-e53621a14350,98be0af2-bc0b-45db-8d4b-69331365c380,Bungoma,2025-11-25T22:21:01.267808Z,2025-11-26T22:21:01.267808Z,2025-12-03T22:21:01.267808Z,0.452,Medium,"{""rainfall_intensity"": 0.74, ""river_level"": 0.86, ""soil_moisture"": 0.46, ""land_slope"": 0.72, ""historical_flood_frequency"": 0.72}",1.0.0,flood_risk_model_v1
459ea37b-3260-4dad-9dad-d45b00f0db04,4c2c5510-3f39-4774-93ac-502a848f6558,Nyeri,2025-11-03T22:21:01.268177Z,2025-11-05T22:21:01.268177Z,2025-12-05T22:21:01.268177Z,0.372,Low,"{""rainfall_intensity"": 0.81, ""river_level"": 0.82, ""soil_moisture"": 0.38, ""land_slope"": 0.14, ""historical_flood_frequency"": 0.61}",1.0.0,flood_risk_model_v1
805f8294-d47e-4aac-8d5f-16a0a8c6b790,49cd7dda-ff40-4911-a1f1-362e18ee97e8,Busia,2025-10-30T22:21:01.268539Z,2025-10-31T22:21:01.268539Z,2025-11-25T22:21:01.268539Z,0.605,Medium,"{""rainfall_intensity"": 0.53, ""river_level"": 0.8, ""soil_moisture"": 0.47, ""land_slope"": 0.45, ""historical_flood_frequency"": 0.2}",1.0.0,flood_risk_model_v1
05b041fa-a50b-4304-9442-cfedc3fdfc66,5a1fd555-f14b-40ba-92a4-2f883a441d30,Bungoma,2025-11-24T22:21:01.268903Z,2025-11-30T22:21:01.268903Z,2025-12-07T22:21:01.268903Z,0.294,Low,"{""rainfall_intensity"": 0.58, ""river_level"": 0.74, ""soil_moisture"": 0.33, ""land_slope"": 0.66, ""historical_flood_frequency"": 0.93}",1.0.0,flood_risk_model_v1
bc0520fa-fc81-4132-99a8-53de8208d75f,a533044e-97bc-4b27-98aa-92e0b481e787,Kwale,2025-11-26T22:21:01.269308Z,2025-12-01T22:21:01.269308Z,2025-12-14T22:21:01.269308Z,0.414,Medium,"{""rainfall_intensity"": 0.71, ""river_level"": 0.97, ""soil_moisture"": 0.85, ""land_slope"": 0.79, ""historical_flood_frequency"": 0.76}",1.0.0,flood_risk_model_v1
0f28d9cf-ef5c-4e25-af5c-e4fb2d8644cb,2e55a5a9-e3b3-4c85-b708-3c0459b87995,Murang'a,2025-11-10T22:21:01.270084Z,2025-11-14T22:21:01.270084Z,2025-12-09T22:21:01.270084Z,0.091,Low,"{""rainfall_intensity"": 0.86, ""river_level"": 0.99, ""soil_moisture"": 0.62, ""land_slope"": 0.3, ""historical_flood_frequency"": 0.42}",1.0.0,flood_risk_model_v1
2e1e9951-ffd6-4e64-adc1-035156616ac6,2356a339-21a6-45ad-904c-1370e777c5fc,Vihiga,2025-11-03T22:21:01.270474Z,2025-11-04T22:21:01.270474Z,2025-11-16T22:21:01.270474Z,0.134,Low,"{""rainfall_intensity"": 0.91, ""river_level"": 0.54, ""soil_moisture"": 0.81, ""land_slope"": 0.7, ""historical_flood_frequency"": 0.25}",1.0.0,flood_risk_model_v1
18498a0f-e984-4cb8-a8f6-c9574ec153d6,76b3cf78-8059-4f75-98d3-b4a2f4068e4d,Samburu,2025-11-14T22:21:01.270849Z,2025-11-20T22:21:01.270849Z,2025-12-15T22:21:01.270849Z,0.388,Low,"{""rainfall_intensity"": 0.54, ""river_level"": 0.84, ""soil_moisture"": 0.62, ""land_slope"": 0.67, ""historical_flood_frequency"": 0.3}",1.0.0,flood_risk_model_v1
27597e2d-56e5-454e-8fd0-bbcdc9c87605,ca20e1cd-65b4-4bda-a58f-4ed10ce50dd3,Wajir,2025-11-17T22:21:01.271235Z,2025-11-22T22:21:01.271235Z,2025-12-04T22:21:01.271235Z,0.265,Low,"{""rainfall_intensity"": 0.88, ""river_level"": 0.4, ""soil_moisture"": 0.54, ""land_slope"": 0.11, ""historical_flood_frequency"": 0.26}",1.0.0,flood_risk_model_v1
